"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias"
"Variável - Quantidade produzida (Toneladas)"
"Nível","Cód.","Brasil e Microrregião Geográfica","Ano x Produto das lavouras temporárias"
"Nível","Cód.","Brasil e Microrregião Geográfica","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"Nível","Cód.","Brasil e Microrregião Geográfica","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)"
"MI","29013","Jeremoabo (BA)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","3153","25348","4750","413","18565","17740","16531","25116","8586","34380","22620","4545","31270","8940","34380","53784","46155","83199","68900","132300","186230","35042","17017","85380","93831","28414","590","29347","174","8619","116100","25113"
"MI","29014","Euclides da Cunha (BA)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","1752","43756","139","0","18479","2193","48930","9717","11540","15009","43070","5711","140","60329","12046","84636","65313","69465","81341","54140","103810","1770","58","64206","29230","64085","63","17072","97","89076","116612","59370"
"MI","29015","Ribeira do Pombal (BA)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","20094","97351","23024","1161","60530","76483","102215","89682","94928","115260","114747","52484","57669","121310","126950","193404","213747","302034","265667","257569","307904","223759","30286","356409","157813","362756","78182","248373","71565","308622","604153","389897"
"MI","29016","Serrinha (BA)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","1208","11912","637","0","15178","701","9541","3589","1787","1305","16157","7277","3461","17604","3196","16452","21086","7597","5998","8506","19011","955","243","12886","6459","16543","137","938","1409","5350","17217","5784"
"MI","29017","Alagoinhas (BA)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","1337","1205","942","1353","2592","3917","5270","6177","6349","8258","3592","3135","3245","8019","5282","7384","16008","9125","19060","16653","16400","15216","11081","7270","19174","57452","49761","60746","62410","72438","105240","52440"
"MI","29018","Entre Rios (BA)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","585","525","385","286","208","439","700","709","744","493","499","793","754","764","808","1047","989","1055","1518","1569","1515","1657","4145","1750","4805","34130","13813","30683","13503","13794","14520","12260"
"MI","29019","Catu (BA)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","129","118","123","131","214","174","551","481","383","396","487","219","319","326","300","187","611","417","618","359","556","639","638","904","1120","611","220","148","195","226","212","200"
"MI","29020","Santo Antônio de Jesus (BA)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","1152","1549","1620","610","1289","1143","1575","1425","1086","1565","1705","1214","1833","2016","1580","2105","1738","1612","1837","2122","2859","3131","2756","2756","3180","4052","3749","1687","1911","1910","1612","2206"
"MI","29021","Salvador (BA)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","34","13","33","43","21","19","21","19","28","101","95","86","44","113","115","102","234","375","123","116","75","370","174","601","580","632","662","60","56","50","60","55"
"MI","29022","Boquira (BA)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","1113","2658","1969","2191","2107","295","1461","3720","1301","4857","4543","380","4056","1814","1283","4514","1581","6086","2150","3783","930","1762","718","2477","1781","1386","8413","1258","1710","817","1621","5473"
"MI","29023","Seabra (BA)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","5219","3450","7686","2316","2924","2045","1707","4413","2144","2659","4646","2604","4673","3543","9696","8048","10915","20024","19076","24351","31451","34976","21472","13282","4048","4923","8358","3481","3483","3795","7455","21162"
"MI","29024","Jequié (BA)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","1704","1871","2714","931","1684","1491","1048","1439","1203","1421","1043","932","996","1005","1049","1309","846","989","888","1153","1333","1219","953","1381","1607","2724","1926","655","1176","860","648","812"
"MI","29025","Livramento do Brumado (BA)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","1202","970","1187","941","3789","1855","1778","2450","3949","6221","3909","1578","5334","2133","1944","4200","1640","5280","3036","2100","1934","963","1759","560","400","216","5170","1291","920","575","1260","2118"
"MI","29026","Guanambi (BA)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","5768","6931","18244","28513","15197","9865","11538","16477","8726","12846","19100","4399","10633","5053","13452","11518","1035","13305","14497","15177","1837","6085","1898","813","3888","2490","9420","10964","4740","3982","5860","7341"
"MI","29027","Brumado (BA)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","8617","4032","5691","1506","5184","1111","1413","2147","569","764","556","580","3314","1926","2124","2844","3139","4455","6698","6744","796","3346","396","120","561","845","3063","1180","634","457","1231","1008"
"MI","29028","Vitória da Conquista (BA)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","11359","6772","10395","3916","5075","3382","2050","2998","1482","1802","2762","2576","4520","3862","2998","4212","10847","4806","5693","6106","1814","4345","477","6936","3371","4770","4079","10537","2808","2657","3193","3306"
"MI","29029","Itapetinga (BA)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","203","582","917","153","199","256","99","365","441","622","832","368","850","829","762","882","5844","3292","3524","2717","509","1351","33","565","2370","838","835","572","528","329","763","506"
"MI","29030","Valença (BA)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","393","800","954","72","54","292","206","211","251","545","754","720","515","499","503","509","565","726","764","769","761","721","831","831","831","831","819","234","189","171","180","194"
"MI","29031","Ilhéus-Itabuna (BA)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","533","499","566","471","609","587","651","627","479","652","702","670","769","823","929","1074","918","861","813","715","598","655","874","1416","1650","1700","1784","1640","329","381","231","379"
"MI","29032","Porto Seguro (BA)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","885","1420","1327","1833","1518","1286","1402","1278","1412","1206","1841","1592","1940","2070","2090","2072","2028","1408","1195","1049","869","1158","2001","1726","1682","2496","2722","2271","789","865","770","910"
"MI","31001","Unaí (MG)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","49870","206720","226964","198067","246845","270395","215215","331320","233236","281448","402239","220623","417090","476320","524279","474343","345959","427360","531420","648297","503921","648206","860386","745581","781856","732290","442941","729766","753250","1000846","898268","621975"
"MI","31002","Paracatu (MG)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","97928","187162","176508","171600","185816","213527","191412","227376","172030","168063","224052","191568","268648","265073","268100","289514","231605","301236","351937","438264","437940","485170","585808","530600","614095","541766","381260","656052","612950","623886","561198","526786"
"MI","31003","Januária (MG)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","8010","37560","31140","39450","11012","27210","12134","13224","32729","32159","34300","30320","34890","23218","28527","36237","5951","28282","26674","23382","26245","22703","9541","8645","21097","14910","22226","31828","31927","23477","29533","36954"
"MI","31004","Janaúba (MG)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","6515","23728","32540","24377","11280","8373","11894","19473","7092","12588","29929","10287","40034","20812","29005","29032","5407","32720","42644","20155","11825","8659","7753","8495","17423","13564","24133","16422","10864","11694","10872","11709"
"MI","31005","Salinas (MG)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","10652","17644","21099","20624","7009","3295","7044","19898","3856","8486","18642","8615","19211","7122","9536","21161","6377","20364","13941","19291","3265","10003","9004","6719","10901","10775","5978","5550","5409","2496","5909","7000"
"MI","31006","Pirapora (MG)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","10241","19443","18346","28462","24816","19845","28451","24584","20002","18426","27089","14805","29796","25474","34226","58028","28572","51425","59839","64725","64787","75341","104852","104481","125913","84943","102338","107394","100566","127239","154942","130282"
"MI","31007","Montes Claros (MG)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","29728","54717","44288","50145","42424","45333","31053","39128","35780","33462","74116","36520","70405","47736","52719","74600","14848","64716","50503","59721","52617","45543","15145","15812","10262","26435","9142","12791","10549","6429","16629","15907"
"MI","31008","Grão Mogol (MG)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","776","2355","1772","3051","1778","1988","3284","4226","4454","3288","6578","3632","5508","4654","3837","6804","1712","6900","4856","5886","5231","3969","1494","1131","1679","4400","373","1328","1373","975","1755","1389"
"MI","31009","Bocaiúva (MG)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","5296","18945","14246","8705","6803","10380","5238","5940","5250","4964","9928","5750","18015","16375","11195","18220","2352","11520","11545","12298","16750","7125","5086","2219","2196","14230","2490","4009","3075","2339","4560","3402"
"MI","31010","Diamantina (MG)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","2982","3675","3296","4260","5080","5072","5704","5202","4232","7544","8011","7326","9454","9506","8238","8735","2098","10734","10450","10729","10969","10925","8370","9185","7567","2427","7496","4389","5233","5653","8352","12627"
"MI","31011","Capelinha (MG)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","10299","30220","26790","24785","13594","14110","11649","18150","10740","13995","32785","11987","26874","12334","14465","23915","2952","27198","18630","29656","10139","16264","18074","5736","7098","6223","13302","8043","8868","5438","9964","12970"
"MI","31012","Araçuaí (MG)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","14152","15314","11634","8449","6545","2040","12859","17676","3427","14076","14031","4019","7989","7282","9814","8446","3473","6240","4189","7526","4048","4228","5558","3686","5697","3821","4570","3714","3477","3853","4266","5103"
